USER_ID,VIDEOGAME_ID,PURCHASE_DATE,PLAYTIME
23699,252670,2015-01-22,3015
22417,6010,2020-11-08,3006
23769,296730,2023-02-11,2992
26407,348710,2013-08-08,3002
24452,366280,2021-03-21,2989
22319,383690,2021-02-25,3005
24285,407020,2016-07-28,3012
27744,376790,2022-02-04,2994
26308,57300,2013-04-26,3009
23284,384910,2021-04-24,2974
23828,372380,2015-06-18,3015
25297,317510,2018-06-26,3005
21136,363440,2015-01-04,2980
25521,257790,2013-02-14,2990
25750,322950,2014-08-26,3004
28100,257170,2013-11-05,3010
26558,359090,2019-11-25,3018
23392,379290,2015-03-02,3004
25349,336680,2015-09-10,3000
22371,265120,2016-07-11,3007
28771,7610,2021-03-19,3021
26972,63110,2012-11-22,2989
25597,252350,2017-10-02,2990
28681,293200,2022-06-18,2994
23548,399240,2015-02-22,2992
25666,33990,2019-10-28,2996
23047,377120,2013-06-21,2988
27915,394030,2021-08-02,2998
24805,346830,2017-05-12,3001
25066,37220,2014-08-16,3002
23485,208650,2014-12-13,2986
30927,373620,2020-06-27,2991
20715,364190,2016-08-08,2983
24308,302670,2018-05-08,3007
23637,341120,2020-07-28,2981
25327,283920,2015-05-18,3020
26419,325160,2021-08-04,3004
23276,337930,2012-08-03,3001
28920,361370,2019-05-29,2986
25716,229480,2019-12-28,2995
22943,364640,2015-03-08,3002
24601,355430,2017-11-08,2999
21376,334960,2022-10-17,3028
25816,262490,2020-04-09,3003
24998,358760,2023-02-18,2984
23973,220200,2018-08-25,3004
25273,34630,2016-02-05,3009
22507,301320,2013-09-01,2994
24478,364770,2014-01-19,3006
22925,347440,2022-12-03,3009
26260,204630,2022-01-25,3000
28388,315920,2020-11-26,3001
24585,340,2012-08-16,3015
24372,367060,2023-12-26,3002
24424,332580,2021-07-25,2992
24696,365900,2016-09-24,3001
24255,224000,2023-11-06,3007
24143,252230,2012-03-18,3002
23661,350710,2015-12-22,3018
27249,312240,2020-02-09,2996
25041,209330,2023-01-12,3004
26768,314250,2021-03-04,3003
27056,374990,2024-05-02,2997
23283,232970,2014-11-04,2992
24739,303260,2021-06-12,2989
26614,37230,2015-08-09,3013
26022,334070,2016-12-24,2996
24793,357370,2014-12-28,2997
22409,215790,2019-07-20,2985
25090,392040,2021-11-22,2988
28219,332570,2018-04-12,2991
24560,31810,2021-12-03,3002
26349,305640,2020-04-20,2989
26683,346120,2015-05-24,3015
20180,285310,2023-06-10,3005
24645,10260,2017-01-24,2996
21030,400110,2016-05-26,3002
25998,347400,2023-12-21,2981
26367,317290,2019-07-15,2992
24012,46600,2023-03-13,3003
25762,236930,2023-11-28,2989
26710,351640,2015-11-20,2990
25191,369390,2015-04-12,2999
25373,302370,2021-06-16,3007
27217,378570,2021-09-25,2997
26800,223430,2018-08-17,3004
24454,298050,2024-02-27,2998
25883,282780,2021-12-11,3002
23697,257670,2019-01-28,2980
22971,319280,2015-08-09,2983
24560,389470,2024-04-03,3001
25172,15400,2015-03-10,2998
24592,400200,2020-06-17,3001
28273,252470,2014-07-25,2995
24204,252750,2023-07-04,2982
26688,266510,2019-05-08,3019
24023,347280,2012-09-16,3008
21399,223710,2012-07-28,3004
20493,260060,2015-07-10,3000
24399,312560,2015-08-08,3006
24770,2800,2020-08-18,2979
22309,216260,2019-03-22,3022
25316,358650,2018-09-23,3007
23176,369370,2022-07-19,3006
25797,280830,2013-01-30,2998
21711,238870,2023-06-01,2998
28307,361620,2014-06-23,3002
24826,271730,2021-12-11,3002
27116,397180,2015-05-27,3001
27029,24670,2024-02-23,2999
23919,384960,2022-02-05,3008
24927,7200,2013-03-24,2987
22106,375320,2023-03-30,2995
22113,24670,2018-09-12,2998
28062,31840,2020-04-15,2997
25636,380150,2015-02-07,2993
23334,348550,2015-02-08,2982
21983,301970,2023-12-14,2979
21349,359100,2022-02-19,3005
26734,259340,2018-04-24,3020
26113,349690,2020-09-26,3005
28929,357310,2017-05-17,3000
28259,13240,2014-06-11,2999
21651,31830,2020-04-11,3003
25382,343100,2021-02-15,2999
25995,311140,2023-11-18,3004
27060,354380,2019-12-02,3006
22376,382180,2017-09-01,2970
24982,346560,2018-05-14,2999
26122,241320,2022-11-10,2993
27504,263200,2017-06-23,2998
21747,356910,2018-12-07,3013
26374,356040,2016-05-30,2984
28111,388140,2018-06-20,3003
24583,371190,2022-10-12,2989
22752,402800,2019-03-05,3004
25863,6920,2020-05-25,2988
24033,285010,2019-10-12,2983
26254,302010,2013-12-21,3007
26350,9980,2023-04-08,2982
24673,290280,2014-01-24,3002
22539,356800,2018-09-25,2991
26054,396010,2021-10-26,2991
27434,218510,2022-03-08,2981
25054,287840,2016-01-18,3001
24031,383810,2016-12-13,3000
25245,225160,2016-02-19,2995
23089,248550,2012-07-23,3004
24953,34410,2021-08-05,2984
25451,37500,2015-05-28,3025
27608,369100,2019-01-03,3000
22151,318430,2020-04-16,2996
28225,405340,2016-09-12,2998
26185,39510,2019-08-05,3005
22328,16110,2016-07-13,3016
25507,11040,2022-07-13,2981
26684,244050,2020-10-12,2983
25921,255070,2013-09-29,3005
24555,13520,2013-01-01,3001
28557,225160,2014-12-05,2987
24207,395910,2024-01-27,2998
22968,315930,2023-03-01,3011
25892,387070,2013-10-31,2994
25294,371100,2014-06-30,3000
25822,271900,2015-09-21,3008
27189,15390,2018-02-20,2997
24265,394540,2017-07-16,2988
23957,315060,2018-11-04,2993
23220,356570,2015-08-11,3008
26844,232970,2017-11-24,3001
24329,387130,2022-04-14,3008
25865,338040,2023-08-14,3002
23545,385070,2017-12-03,2999
23984,233150,2022-07-10,2983
22884,10240,2014-07-29,2979
28036,204300,2012-10-24,3003
20891,401200,2022-02-10,3017
27851,22180,2015-08-25,3011
26704,233510,2023-06-17,3004
23623,297000,2013-08-04,3012
23820,394280,2021-05-16,3003
25279,380670,2022-11-21,2996
26856,351480,2020-10-05,3004
27460,380580,2015-01-19,3002
25999,261680,2022-03-01,2989
26223,403700,2023-03-28,3004
28148,357300,2023-12-11,2999
25314,318310,2012-01-03,3003
22112,376770,2018-04-09,2993
24930,251430,2017-06-28,2989
26421,252450,2021-05-01,2994
25666,113420,2019-11-06,3000
24430,246760,2023-01-03,2997
26538,39540,2022-02-05,3013
24750,8880,2020-03-15,3003
23967,327220,2021-12-18,3006
22926,352430,2022-09-04,3021
19868,249570,2019-01-11,3013
26944,18820,2012-04-05,2990
29275,283920,2017-06-17,2994
25838,292420,2019-09-16,3002
23206,236470,2018-02-17,2983
26453,286160,2016-03-12,2998
24801,291410,2022-12-23,2978
26220,289460,2016-06-22,2998
26454,387090,2018-03-01,3003
31216,277450,2022-07-21,2997
26505,399640,2020-09-03,3016
20996,252010,2019-11-07,3008
24427,270590,2020-07-17,3003
27130,201490,2020-03-15,2999
24900,405500,2017-03-04,3000
24821,341290,2022-09-01,3016
26484,373620,2017-11-21,3014
24799,317060,2019-03-24,3001
19981,352190,2022-09-12,2990
26316,265300,2020-03-23,3003
21006,399260,2012-08-28,2993
24973,209120,2012-03-16,3003
23312,341040,2023-09-13,3014
21513,211360,2023-05-05,3011
25743,335670,2022-01-10,3017
26574,115320,2017-06-17,2998
28731,12810,2022-11-12,3006
23850,4290,2024-05-19,3001
17570,312450,2018-06-26,3014
25419,409520,2016-04-02,2996
26102,274900,2020-09-26,3005
22680,361330,2014-02-09,3003
26221,330770,2024-03-08,3002
23880,224860,2021-01-09,3001
28116,404070,2024-04-06,2986
25245,372890,2020-10-12,2993
25831,290020,2015-11-27,3005
25165,385250,2022-05-26,2980
26868,391510,2013-12-11,2994
24630,351060,2012-08-30,3008
25331,325790,2023-11-11,3015
24549,46200,2023-12-31,2996
24933,385530,2022-12-27,2999
24610,270910,2018-12-28,2981
28710,202200,2022-12-13,3000
23216,346440,2015-09-16,3015
24676,325520,2019-04-05,2996
24220,356160,2019-11-29,3008
23454,318860,2016-02-01,2999
26446,360740,2012-04-04,2997
26584,267670,2013-11-15,3015
30924,23600,2016-11-09,2987
23929,398900,2018-05-23,2967
25706,32750,2015-10-16,2997
27333,382070,2023-03-04,2998
23514,22100,2024-02-24,3003
28843,333870,2016-07-19,3000
26626,90200,2023-09-10,2987
24615,320520,2015-04-01,3017
28032,378420,2012-05-25,2990
26351,250420,2013-01-23,3002
28931,251150,2018-03-11,3002
25589,349950,2021-11-28,3005
24737,33770,2018-09-27,2995
26548,331910,2020-11-20,2995
25364,32740,2021-09-28,2987
29466,40950,2018-08-22,3009
21745,354920,2013-07-30,3006
24812,375210,2012-10-05,3006
23164,331190,2022-06-13,2999
26098,401190,2014-03-20,2994
25771,284910,2019-12-14,2997
24861,244850,2019-08-05,2997
24436,383330,2014-12-07,2999
27317,4300,2018-07-21,3000
27076,370640,2021-06-03,2987
21974,376410,2017-05-17,2997
23179,321800,2021-12-04,2996
25925,310700,2018-03-04,2981
23301,331970,2020-12-25,3013
23968,404180,2022-11-08,2990
27519,345460,2019-03-29,3004
24223,329680,2013-11-25,3020
25690,351870,2014-04-11,3002
26122,383950,2014-02-17,2987
24288,314370,2023-03-02,2992
23391,21100,2020-06-26,3019
23138,289240,2015-05-13,3000
22555,358370,2019-09-29,3001
26378,404540,2015-04-26,2982
24617,377870,2015-01-05,2999
26615,389230,2023-09-10,2981
23567,328880,2021-04-28,3005
21456,401890,2013-12-19,2995
25504,402340,2017-10-27,3004
25399,351940,2015-09-15,3006
23204,341040,2017-06-06,3000
24276,368600,2015-11-30,2989
23353,336140,2017-12-15,2996
23559,297070,2020-06-24,3009
27391,9420,2014-04-10,2983
23051,396230,2017-02-04,2986
25842,63610,2012-05-28,3010
26678,353360,2022-07-14,2995
24478,294650,2018-07-12,2988
26991,354560,2020-09-21,3006
25248,300060,2020-05-30,3009
23075,378530,2024-05-29,2992
24619,391550,2012-12-18,3011
26560,398170,2022-03-04,3015
23317,312420,2019-05-14,3008
23749,316740,2022-02-24,2996
25656,395500,2015-09-02,2979
25881,342530,2022-11-02,3006
26629,92400,2023-02-14,3007
22800,94200,2017-02-11,3001
25320,294040,2013-03-25,3000
23291,408000,2024-02-21,3006
27451,246580,2020-05-26,2981
26837,305640,2013-10-14,2995
25015,317620,2014-07-04,3002
23202,254480,2021-01-15,3005
28490,410130,2016-09-16,2992
25193,80350,2018-12-26,3011
25851,27020,2014-01-18,2999
21788,249050,2019-08-24,3000
22672,7000,2018-04-17,3001
22911,389190,2013-01-09,3007
25628,252050,2020-09-29,3003
22645,378240,2013-12-03,2984
25465,364380,2024-04-07,3004
24864,301970,2020-06-08,2985
29327,220240,2012-09-24,2995
25591,382330,2017-03-19,3013
27322,372570,2017-07-12,3001
29580,275490,2018-06-14,3010
25208,200980,2018-05-19,3005
26938,215280,2019-12-19,2998
25292,233860,2012-09-04,3009
26111,352030,2015-11-04,2986
21387,399600,2015-10-08,3008
24097,369030,2019-11-08,2989
24785,323380,2015-01-26,3008
24199,269370,2018-05-21,3010
26229,374670,2023-04-25,3009
27854,390910,2013-04-20,3001
22734,297370,2020-02-17,3002
26655,328270,2019-01-15,3001
21704,358760,2019-03-21,2993
24811,235250,2024-04-21,2996
27795,263020,2020-04-25,2984
26438,349140,2021-05-31,2989
25020,234670,2016-09-16,2996
25399,386080,2022-01-26,2986
27169,365500,2013-04-27,2994
25785,348910,2023-02-26,2996
26362,374950,2017-10-28,2987
21473,359280,2015-01-18,3004
21871,321490,2014-01-18,3008
25431,406120,2019-06-11,2997
28378,15400,2020-07-07,3003
23011,216910,2015-10-16,3006
25923,80350,2023-02-12,3006
27592,37000,2021-12-06,3001
26113,331980,2017-10-30,2992
26922,338830,2016-06-15,2996
25824,360890,2018-10-11,3015
24308,221180,2015-09-16,3004
25280,243970,2017-08-13,3012
24149,110500,2022-05-02,2983
24860,250460,2019-11-28,3014
21939,339320,2021-06-13,2998
26257,405530,2022-01-04,3000
22706,340730,2014-12-10,2997
23984,297620,2012-03-06,3001
26122,256010,2019-04-28,3018
23927,348810,2016-09-13,2991
22105,283840,2018-12-13,3009
25711,334850,2014-02-23,3014
26893,225260,2014-01-14,2990
25056,8500,2013-05-07,2991
30943,350710,2019-04-15,3002
25602,43500,2012-10-22,3018
26693,337150,2024-02-15,3019
27686,11020,2017-08-18,2999
24203,333870,2015-11-02,2998
23202,339580,2014-08-22,3004
20347,407630,2022-07-01,2997
25272,354960,2016-09-23,2998
26279,356710,2023-11-15,2995
29085,297350,2012-05-19,2985
25461,263120,2016-01-21,2978
21261,361330,2022-03-16,2990
24455,362660,2015-07-23,3004
26428,371320,2012-02-20,2985
25577,305070,2015-09-15,3003
26158,314000,2013-08-22,3000
24712,347480,2015-04-27,3000
28219,252530,2024-03-14,3001
27679,315450,2013-07-06,2997
28738,243970,2013-04-24,3011
25383,91800,2013-06-14,2984
23963,205090,2016-03-10,3008
24461,307150,2015-11-26,2992
25472,395470,2015-09-17,2999
28480,286520,2023-06-22,2996
26883,321260,2018-03-19,2977
27418,384280,2015-06-01,2989
26958,284870,2012-12-29,2996
28442,266210,2021-09-23,3002
22290,313620,2014-04-21,3000
25701,29180,2015-03-01,3001
31494,383710,2022-08-07,2971
23424,326590,2015-10-13,3003
26971,42940,2024-04-28,3008
22146,319180,2015-08-25,3004
26615,382330,2021-09-22,2998
24828,363650,2015-09-27,3003
24005,335220,2018-07-19,2997
28704,410040,2015-10-26,2998
23540,338300,2012-06-16,3002
21607,99300,2012-05-12,2991
25219,279990,2022-01-14,2990
23427,358360,2018-04-03,3007
27042,359840,2015-06-23,3009
25563,332710,2023-04-12,3006
26498,361830,2018-01-04,3011
28593,25700,2021-07-28,2990
25988,312750,2017-09-19,2991
25519,351730,2014-10-15,3008
26420,311770,2018-04-26,3000
23113,406670,2024-06-23,3001
25066,292230,2023-04-20,3005
25003,2820,2016-12-02,3017
23427,258590,2014-06-08,3000
26458,376300,2016-12-03,3006
22867,294770,2023-10-31,2996
24302,388300,2017-09-29,2994
24257,318300,2014-04-02,3001
24787,105450,2020-02-26,2981
29435,350740,2012-01-19,2999
21617,259980,2021-09-17,3008
24343,390040,2014-10-07,2995
28266,80350,2017-05-03,3007
28429,102840,2023-11-26,2977
25818,31910,2023-07-24,2992
24401,3800,2023-08-21,2992
26221,253410,2018-06-05,3005
22605,381130,2024-01-27,2999
23933,399230,2014-07-12,2999
23817,209520,2012-04-02,3002
25297,335620,2013-12-22,2994
24555,206040,2022-01-21,2997
26983,349980,2013-07-18,2986
24124,252910,2022-10-13,2985
20980,236290,2019-09-29,3002
27411,355630,2013-09-09,3016
22759,360400,2012-07-03,3000
25200,409040,2022-09-08,2996
24298,340460,2016-10-02,2998
24175,220200,2020-02-19,3009
28029,402670,2018-12-17,3003
26554,324680,2022-10-09,2998
24338,352620,2012-10-08,3000
25046,46840,2014-09-16,3006
24125,306000,2018-03-02,2987
26332,370670,2016-07-08,3004
30154,307030,2020-04-06,2977
23859,360640,2014-07-30,2997
21238,15300,2022-10-20,3010
24518,294540,2018-10-23,2997
21866,330580,2022-07-26,2997
25481,304050,2022-03-30,2983
28089,403740,2020-12-08,3001
22785,267360,2017-07-01,2992
22287,365680,2022-08-10,2996
27192,268240,2017-03-10,3007
27173,365400,2023-01-06,3011
24221,397820,2015-01-29,3008
27172,310700,2013-11-16,2995
28056,298340,2017-01-19,2987
24124,322580,2024-06-18,3028
24730,397330,2017-04-24,3006
24550,392600,2012-04-13,3009
25322,378510,2013-11-13,2999
23626,57650,2023-04-16,3000
27228,382420,2020-12-02,3005
23048,244450,2015-09-15,2990
26255,398450,2012-11-27,3014
27368,394160,2013-06-28,2985
23901,375020,2015-01-02,3004
21778,355810,2021-12-17,3013
22105,235620,2015-12-19,2984
23795,301050,2023-11-30,2986
26937,275530,2020-02-12,3000
22912,38490,2018-09-02,2998
29012,298480,2021-10-25,3006
28971,331160,2018-12-26,3010
25537,281350,2015-05-22,2991
24552,400370,2016-04-28,3001
23305,200960,2023-11-11,2984
29042,279520,2014-06-12,3002
25784,336530,2024-01-20,3008
24720,345630,2016-06-05,2991
23833,370640,2023-11-08,2986
23657,337410,2017-08-05,2987
26707,281430,2018-03-10,3003
25410,406860,2023-07-23,2995
24770,289820,2021-08-23,3020
25686,339560,2017-03-10,2988
26127,368360,2012-07-26,3003
26351,365930,2022-02-25,2985
21995,405480,2018-04-29,3000
24158,335190,2022-09-18,3002
22966,208110,2018-02-15,2990
21853,258200,2024-04-20,2984
26521,394220,2016-06-15,3015
23854,253710,2020-06-04,3013
25215,63910,2024-06-01,3008
24805,400220,2020-03-12,2991
25072,263980,2015-07-02,2983
24463,368050,2018-06-23,3002
23767,217290,2015-11-18,3026
23777,7600,2019-04-28,3001
27575,273740,2020-11-02,2994
24478,354680,2014-11-05,2999
25323,360430,2020-02-26,3010
24481,12360,2016-12-29,2993
25545,322630,2020-04-02,2990
23200,410380,2023-09-09,2984
24357,316020,2012-03-13,2975
23126,349540,2022-08-10,3001
26648,398030,2019-05-11,2997
23994,326110,2024-05-30,3012
27216,375900,2017-10-30,2999
24901,341030,2022-03-09,3014
26478,393170,2024-02-01,3018
23238,252950,2024-06-18,3003
25733,110610,2020-01-26,2985
24435,247000,2020-10-21,3016
25996,313210,2023-05-21,3008
28279,12830,2019-06-02,2994
25255,369560,2018-11-09,2999
