USER1_ID,USER2_ID
545,35551
545,38602
545,48498
546,12479
546,30781
546,47319
548,12087
548,15027
549,11622
549,17108
549,38013
550,24710
550,27866
550,29103
551,25501
552,5349
552,30105
552,30629
552,34100
552,49078
553,42206
553,44328
553,47741
554,28325
554,33376
555,44836
556,2452
556,2588
556,10407
556,10943
558,5761
558,6900
559,8163
559,22571
559,33383
561,17681
562,34845
562,34988
562,49588
563,1992
563,12829
563,13636
563,17286
563,38330
565,45858
567,481
569,22479
569,25411
569,36648
570,7571
570,25260
571,26450
571,28763
572,26572
573,5680
573,8589
573,9586
573,22167
573,39850
574,3853
574,20138
575,14793
576,7101
576,30413
576,46207
577,7068
577,26196
577,30370
577,41439
578,15842
578,21185
578,32615
578,32921
578,34472
579,16920
579,20384
579,30247
580,14919
580,16413
580,39178
581,1204
581,10242
581,32623
582,3451
582,3651
582,46627
583,24770
584,6052
584,7500
584,12708
584,37551
585,11856
587,2226
587,4795
587,40410
588,20162
589,17108
589,35015
590,20610
590,21817
591,4866
592,39966
593,21330
593,27992
593,34774
593,48156
594,26034
594,29522
595,1117
595,20009
595,20842
595,24466
596,29135
597,38351
598,19277
598,20193
598,38294
599,4392
599,20128
599,21636
599,32689
599,40168
599,48398
600,39884
600,48518
601,26666
602,22710
602,22912
602,25120
603,341
603,11874
603,20368
603,21569
603,37913
604,12668
604,33914
605,5848
605,10560
605,28270
605,48722
606,1547
606,15632
607,35617
608,11434
608,16519
608,19407
608,27444
609,1412
609,19936
610,29626
611,49476
611,49738
612,23091
612,35879
612,37981
613,13519
614,2717
614,29952
614,34185
615,5502
615,10937
615,12643
615,26557
615,38341
615,41976
615,45833
616,36587
616,46836
617,14646
617,20068
617,22766
618,21622
618,39205
619,9343
619,20621
619,26319
620,15512
620,16161
620,33999
620,40174
621,18456
622,19193
622,24376
622,28368
622,31593
622,32788
622,41741
623,1873
623,38621
623,41627
624,20540
625,14712
625,14774
625,41664
626,3669
626,38070
626,38603
627,2578
627,30495
628,4307
629,22852
629,40082
631,7178
631,14747
631,22091
632,30336
633,5317
633,30271
633,49242
636,22944
636,40112
637,1808
637,11346
637,27226
638,23738
638,30357
639,10384
639,33265
639,38693
641,18184
641,36382
642,33408
643,8490
643,26253
644,10132
645,9071
645,10867
645,15203
646,24962
646,34177
647,25563
647,28747
647,30647
649,30591
650,8195
650,9090
650,9794
650,37006
651,12542
651,43443
652,45709
653,2068
654,10250
654,22835
654,44736
654,47001
654,47103
654,48150
656,2285
656,19781
657,21338
657,26723
657,42197
657,46753
658,24335
658,47642
659,22820
659,37818
660,130
660,2375
660,24220
660,33266
661,38151
661,45620
662,11535
662,32958
662,36959
663,43175
663,45392
664,24381
665,6649
665,21840
665,29458
665,46974
666,4802
666,8886
666,35767
667,1696
667,9398
668,7362
668,18009
668,18994
669,44748
670,4040
670,9258
671,25801
671,27289
672,41830
673,13535
674,3540
674,6052
674,43481
675,46179
675,46368
676,3627
676,23573
676,35717
677,19457
678,47327
679,4730
679,45840
679,46938
680,33602
681,5747
681,37422
682,22192
682,49011
683,17494
683,46261
686,24300
687,2023
687,4298
687,16239
688,5304
689,1920
689,25209
689,26560
690,3784
690,17612
690,24874
691,7690
691,9411
691,17853
691,27365
691,38123
692,7058
692,22520
693,5954
693,6733
693,42552
694,12919
694,29210
694,45558
694,45887
695,5539
695,10546
696,4656
696,33943
696,45682
697,1511
697,19085
697,43013
698,31412
698,35845
699,5818
699,15999
699,18465
699,24674
699,29499
700,2410
700,14744
702,30236
703,5935
703,23060
704,46111
704,47651
705,27018
705,40678
706,15547
706,37404
707,901
707,15581
708,6987
708,40572
709,15089
710,14744
710,15151
711,1246
711,3818
711,5935
711,37577
712,4435
712,34468
713,7768
713,26056
713,37516
713,43451
713,43561
714,5542
714,14529
714,31230
715,6654
715,27983
716,15705
716,30520
716,43854
717,15794
717,17460
717,32014
718,21515
718,44922
719,2742
719,10350
719,21401
719,34202
720,12710
720,31438
720,40944
720,49772
721,44671
722,13701
722,29087
722,38806
723,22578
723,43468
724,11959
724,35495
724,42078
725,29109
725,38344
726,25907
727,6518
727,11975
728,3610
728,17578
729,14926
730,30845
730,36893
731,4265
731,17366
731,20566
732,30777
732,39359
732,41227
732,46885
733,12345
734,2965
734,13688
736,6943
736,36375
736,43385
737,18629
738,16755
740,2761
740,9087
740,11181
740,13055
740,13173
741,2458
741,5200
741,8787
741,33472
741,35372
742,18253
743,22599
744,20449
745,1545
745,2297
745,14182
745,27364
746,29699
746,39356
748,7295
749,1576
749,13122
749,22208
749,24052
750,18279
750,29785
750,31328
750,34626
751,25777
751,34577
752,23329
752,29958
753,26369
754,12526
755,34780
756,16564
757,28208
757,34128
757,42290
758,9027
759,1534
759,4504
760,16516
760,37938
760,43767
761,31474
761,34881
762,36724
763,21420
763,30476
764,44941
764,46534
764,48419
765,2242
765,32046
767,7381
768,6676
768,46418
770,28993
770,34750
770,46488
770,48128
771,24368
772,2752
773,4068
773,4251
773,22186
774,23291
775,38991
776,17933
776,23619
776,27091
777,20844
777,29815
778,40437
779,4019
779,27264
779,44863
780,24508
780,25608
780,36538
780,45835
781,20266
782,13823
782,23987
782,47314
783,10114
784,1085
784,29796
784,39839
784,40740
785,18994
786,32635
786,49472
788,43208
788,44155
789,28968
791,6936
791,13671
791,34595
791,47857
792,12826
792,28556
792,35962
793,26796
793,46872
793,48315
795,2654
795,6672
795,41792
796,8235
796,18126
797,6278
800,6941
801,7092
801,29786
801,35430
802,43179
803,27806
803,30221
804,2536
804,16317
804,17299
805,30720
806,500
806,12384
806,38866
806,48059
807,8606
807,48861
808,208
808,1054
808,9919
809,19561
810,33328
810,49275
811,11598
811,14181
814,2541
814,34974
815,18867
816,8042
816,19423
816,34269
816,38897
816,42276
816,45721
816,49138
817,36536
817,44431
817,45066
818,982
818,4951
818,37945
818,49182
819,41368
820,8646
822,5226
823,30384
823,40544
823,44982
824,10339
824,12490
824,17424
824,35778
825,8728
825,9651
825,20933
825,26827
826,31862
828,1881
828,25242
828,39915
829,2910
829,33291
829,43070
830,29648
831,17423
832,3746
832,20779
833,33442
833,41388
834,18724
834,29457
834,47746
835,19002
835,33171
835,34279
836,1025
836,27182
837,11151
837,18244
838,12426
838,32042
838,38746
839,6606
840,32006
840,41471
841,30777
842,9672
842,35708
843,3766
843,11780
843,37195
843,41250
843,42283
844,7829
844,13054
844,17804
844,18372
844,42320
844,47876
844,48002
845,4444
846,13429
846,27253
846,32157
847,12551
847,27855
847,29060
848,30709
849,39367
850,88
850,9309
850,43848
851,17807
852,31863
853,21829
853,49778
854,18351
854,20905
854,40991
856,34623
856,44223
857,23502
857,40539
858,14464
858,42085
859,14231
861,12082
861,30013
861,41936
861,43823
862,24291
863,12995
864,15265
864,39833
864,49420
865,39302
867,7876
868,12579
868,15700
868,21120
868,35881
869,20905
870,15122
871,39746
872,28980
873,15502
874,25911
874,38754
876,13920
876,24406
876,29438
876,47617
877,4454
877,37845
879,42742
880,8912
880,22971
880,32624
881,10790
881,11363
881,23239
881,38210
881,38967
882,6693
882,16411
882,34008
882,48936
884,43060
887,8223
887,28179
888,1156
888,10517
888,14836
889,23083
890,572
890,21089
890,22841
890,32557
890,32937
891,29486
891,32223
891,40511
892,21697
892,32696
892,32965
893,18300
894,10272
895,18721
895,28287
895,37882
895,42314
896,17809
896,35778
897,1724
897,30880
898,2503
898,46785
898,46889
899,14362
899,17236
900,11111
901,2753
901,13487
901,13489
902,10660
903,17438
903,32359
903,46223
904,46422
905,19172
906,37382
906,46780
906,48326
907,2181
907,13192
907,27201
909,25059
909,26069
909,35776
910,21454
911,8285
911,31304
911,39522
912,46154
913,10026
914,6301
914,6681
914,14640
914,38648
916,1834
917,39394
918,20582
918,24184
918,43243
918,49297
919,28466
920,40560
920,43262
921,44391
922,30655
923,3212
924,31939
924,41102
926,7552
927,7206
927,18504
928,25222
928,41226
929,1639
929,2241
929,9501
929,31265
931,20793
931,27079
932,1551
932,11006
933,5009
933,6175
933,19502
933,27857
933,39938
934,15969
934,28524
935,26171
935,44033
936,7414
937,27520
937,44628
938,44146
939,83
939,5569
939,11186
939,20595
940,2815
940,21766
940,40960
941,45900
942,31896
943,15262
943,42825
943,45479
944,6798
945,21482
945,22988
945,25659
945,44989
946,12719
946,19803
947,30806
947,34146
948,26569
948,36611
949,15521
950,19461
952,1212
952,20820
952,29390
952,35250
952,49638
954,14414
955,36577
956,23168
956,28953
956,33141
957,7590
957,15835
957,27541
958,39766
958,43085
959,5914
959,35764
959,47202
960,39664
961,14911
962,3548
962,49046
963,140
963,12238
963,19210
963,49061
963,49574
964,43554
965,8224
965,22868
965,48054
966,12966
967,4992
967,15277
968,1926
968,21442
970,45531
971,25109
971,34338
971,45993
972,3514
972,33275
972,40576
972,48650
975,30792
976,13903
977,14202
977,32855
978,9347
978,38784
979,23009
979,30426
979,32315
980,11045
980,21223
980,35614
981,31675
982,18272
984,18124
984,20741
985,3355
985,18687
985,44676
985,46841
986,2109
986,7092
986,12597
986,23715
988,8247
988,25969
988,41739
989,19786
989,30258
990,10639
990,25690
990,42373
991,29868
991,35388
992,16885
993,18727
993,49953
994,37534
994,38788
996,7402
996,12234
996,32830
997,22343
997,28836
998,33467
1000,13144
1000,31589
1001,31378
1001,37268
1001,43979
1001,47102
1002,7239
1003,11077
1003,38336
1003,44951
1003,49186
1004,3648
1004,14852
1004,42016
1006,5203
1006,21842
1007,23381
1007,46638
1008,10616
1008,17767
1008,30074
1010,27498
1012,47008
1013,13532
1013,35293
1014,9777
1014,19569
1014,34272
1014,46370
1015,13457
1015,31910
1015,33264
1015,42197
1016,9449
1017,9745
1018,6082
1018,6733
1018,8652
1018,44763
1019,47350
1020,45529
1021,29282
1021,41003
1021,41559
1021,48853
1022,11111
1022,31817
1022,44184
1024,19197
1025,6511
1025,34350
1026,27644
1026,41836
1026,46087
1027,2444
1027,20515
1027,48477
1028,12906
1030,47043
1030,47499
1032,10709
1032,28893
1034,17851
1035,37069
1035,38922
1036,3477
1036,18327
1037,548
1037,16883
1037,43548
1038,6250
1038,37922
1038,41379
1038,43050
1039,30205
1039,41714
1040,26087
1040,28213
1041,47302
1042,2094
1042,5741
1042,30336
1043,12168
1043,21860
1045,2914
1045,40103
1045,46204
1046,49075
1047,4196
1047,22479
1047,37678
1047,38643
1047,40283
1048,3952
1048,49999
1049,40993
1050,14091
1050,18929
1050,41861
1050,46785
1051,30982
1051,42314
1052,159
1052,10239
1052,38867
1052,47280
1053,3817
1053,11811
1053,18928
1053,26632
1053,33479
1053,38746
1053,48399
1054,15350
1055,30802
1057,33471
1057,44759
1060,5758
1060,31547
1061,25591
1061,37747
1061,43313
1061,47706
1062,16427
1062,35240
1062,44713
1063,20700
1063,39228
1064,12450
1064,48937
1066,33198
1067,14557
1067,23317
1067,24199
1067,31731
1067,36235
1067,43796
1068,18739
1069,33671
1069,37435
1071,12560
1071,33151
1072,46969
1074,12940
1074,24899
1074,26661
1074,37968
1075,44656
1077,2945
1078,6557
1079,22757
1079,43566
1080,40215
1080,46832
1082,34620
1083,7346
1083,10495
1083,21733
1083,32200
1083,43757
1084,14043
1084,47839
1084,49389
1085,10084
1087,28654
1088,33038
1088,42171
1089,936
1090,19235
1090,39376
1091,17118
1091,32686
1091,35056
1091,43310
1092,8836
1092,39472
1092,45163
1092,48421
1093,8866
1093,9221
1094,20497
1094,44304
1094,45137
1094,48357
1095,13340
1095,44169
1096,24636
1096,42417
1098,43403
1098,47948
1098,48849
1099,3730
1100,17889
1100,38934
1100,47233
1101,5845
1101,29779
1103,11722
1103,31606
1103,32100
1103,49356
1104,9351
1104,14082
1104,18584
1104,33401
1105,3559
1106,49736
1107,10375
1107,10697
1107,22757
1107,30277
1107,31586
1108,10920
1110,5359
1110,9690
1110,31532
1111,15735
1111,47435
1112,1798
1112,30693
1113,1472
1113,23467
1114,13140
1115,24123
1115,48575
1116,36103
1117,11900
1117,17990
1117,19126
1117,28978
1118,3517
1118,17577
1119,38816
1120,13024
1120,42249
1121,3739
1122,9581
1122,46604
1122,47086
1123,19353
1123,19741
1123,20317
1124,18472
1124,39111
1127,31919
1127,46053
1128,4261
1128,14863
1128,16456
1128,27543
1128,40148
1128,42040
1128,48643
1129,5523
1129,25338
1129,46199
1130,18138
1130,18441
1130,29340
1130,46874
1132,3409
1132,19801
1133,216
1133,19981
1133,46048
1134,9527
1134,14601
1134,19793
1135,302
1135,11356
1135,47847
1136,23386
1137,13282
1137,30439
1137,46392
1138,38980
1138,43243
1139,24301
1139,41108
1140,8118
1140,37477
1140,41269
1141,19349
1141,20941
1141,39581
1142,19606
1142,49434
1143,40290
1144,7010
1144,24566
1144,36220
1144,37205
1145,27514
1146,4476
1147,9561
1147,15821
1147,30133
1147,39434
1148,40212
1149,1136
1149,4348
1149,4524
1150,42656
1150,43591
1151,7691
1152,19777
1152,20499
1152,45868
1153,6956
1153,12026
1153,31436
1153,31647
1153,37361
1154,21917
1155,3325
1155,19666
1156,3601
1156,36192
1156,36559
1157,12073
1157,21081
1157,32372
1158,24308
1159,2694
1159,37003
1161,21243
1161,29786
1162,28079
1162,44718
1162,45522
1163,15258
1163,41576
1163,48244
1164,20329
1164,26983
1164,42242
1164,44550
1165,8981
1165,22961
1165,27096
1165,30074
1166,343
1166,3450
1167,19086
1168,33742
1169,775
1169,23269
1171,11851
1171,36879
1173,27337
1173,34180
1173,39937
1174,8164
1174,12517
1174,19627
1174,23173
1174,40709
1175,22213
1175,38289
1176,7180
1177,48575
1178,5566
1178,6345
1178,27055
1178,31020
1178,45296
1179,46303
1180,2261
1180,47896
1182,12210
1182,33218
1182,33901
1184,14608
1184,45486
1185,48413
1186,17207
1186,38456
1187,7751
1187,34354
1187,45579
1188,20537
1188,21423
1188,27837
1189,660
1189,7001
1189,28306
1190,39931
1191,5064
1191,18466
1191,38840
1191,47032
1191,49557
1193,25625
1194,19414
1194,34769
1196,4261
1196,24419
1196,45626
1197,3427
1197,25961
1197,34446
1198,3708
1198,22038
1198,45017
1199,31233
1199,35890
1200,7208
1200,29866
1201,12330
1201,16602
1201,35793
1202,7999
1202,12624
1202,18528
1202,18817
1203,26490
1204,17143
1204,23732
1205,3982
1205,13177
1205,32992
1206,20030
1208,17257
1208,18047
1208,25715
1208,27629
1209,43490
1210,4732
1212,5238
1213,40543
1214,8548
1214,35611
1215,482
1215,16202
1215,20719
1215,44629
1216,16660
1216,49668
1217,17943
1217,36169
1218,7678
1218,47516
1219,10461
1219,19093
1219,39860
1220,9802
1220,39846
1221,11026
1222,44257
1224,1948
1224,22812
1224,38569
1225,17914
1226,4497
1226,10354
1226,31862
1226,44890
1228,3779
1228,12627
1229,48177
1230,5621
1230,9822
1230,46189
1231,14710
1231,42389
1231,46633
1231,47170
1232,11034
1233,22524
1233,27734
1233,33843
1233,49787
1234,20732
1234,27629
1234,43600
1235,20248
1235,25365
1235,36117
1236,2843
1236,3492
1237,34333
1239,9665
1239,20453
1239,43671
1240,19957
1240,21875
1240,38706
1242,4152
1242,30380
1242,47227
1243,12695
1243,40650
1244,28592
1244,34977
1245,29243
1245,38848
1246,1733
1246,7634
1246,40184
1246,43526
1247,29454
1247,39912
1248,3442
1250,47128
1251,27248
1251,42521
1252,2501
1252,16106
1253,3202
1253,21847
1253,27940
1253,35938
1254,10385
1254,45795
1254,46281
1255,114
1255,9437
1255,33653
1256,15309
1256,33702
1256,39842
1257,10857
1259,28306
1259,36554
1260,15432
1260,46596
1262,38593
1262,45545
1263,1335
1263,21248
1263,49620
1264,1048
1265,8874
1265,26237
1265,26967
1266,4959
1266,19015
1267,19401
1268,2872
1268,14061
1268,39024
1268,42734
1269,39326
1270,12191
1270,13408
1270,16046
1270,41159
1272,14000
1272,19919
1272,30193
1272,36298
1274,41647
1275,25636
1275,38109
1275,41851
1276,9766
1276,29414
1276,34998
1276,48266
1277,3146
1277,14020
1278,40724
1278,43735
1279,12297
1280,21398
1280,28556
1280,31410
1280,46065
1281,25076
1282,23710
1282,33485
1283,30464
1283,30627
1283,32453
1284,15181
1284,34809
1285,5660
1286,8651
1286,16629
1286,23371
1287,4431
1288,8004
1288,49119
1289,15724
1289,24700
1290,18001
1291,12552
1291,22757
1291,32729
1292,32791
1292,35265
1293,993
1293,12195
1293,35085
1293,38924
1294,3712
1294,40673
1295,18290
1297,25894
1297,41899
1298,30891
1298,45961
1299,13451
1299,22713
1299,35538
1299,43839
1300,2733
1301,15381
1302,14265
1302,29975
1302,36447
1302,45297
1303,7160
1304,36688
1305,10481
1306,96
1306,5951
1306,31631
1307,1988
1308,12433
1308,14761
1309,11980
1309,36165
1310,22458
1311,4907
1312,1191
1312,41171
1312,46573
1314,8625
1315,1112
1315,35686
1316,25189
1317,20383
1317,21231
1317,21626
1317,24269
1317,31988
1317,45108
1318,33888
1318,37147
1318,43927
1319,38752
1319,42742
1320,25539
1321,3247
1321,5585
1321,41603
1322,39063
1323,20834
1323,39096
1324,5090
1324,29605
1324,29822
1324,37404
1326,23523
1326,40990
1327,3789
1327,27756
1328,26809
1328,41013
1329,30129
1329,48827
1330,3740
1330,4889
1330,19704
1331,4669
1332,2459
1332,27408
1332,43941
1335,28632
1335,34094
